Date,Open,High,Low,Close,Volume
2025-08-14,335.76,340.4699,330.4,335.58,75000662
2025-08-15,337.655,339.3,327.02,330.56,74319792
2025-08-18,329.62,336.27,329.59,335.16,56956552
2025-08-19,335.79,340.55,327.85,329.31,75956002
2025-08-20,329.22,331.37,314.6,323.9,77481768
2025-08-21,322.08,324.9,318.68,320.11,55744445
2025-08-22,321.66,340.25,319.69,340.01,94016347
2025-08-25,338.9,349.53,335.03,346.6,86670037
2025-08-26,344.93,351.9,343.72,351.67,76651550
2025-08-27,351.94,355.39,349.156,349.6,65519012
2025-08-28,350.91,353.55,340.26,345.98,67903224
2025-08-29,347.23,348.7499,331.7,333.87,81145660
2025-09-02,328.23,333.33,325.6,329.36,58391952
2025-09-03,335.2,343.33,328.51,334.09,88733288
2025-09-04,336.15,338.89,331.48,338.53,60711033
2025-09-05,348.0,355.87,344.6801,350.84,108989785
2025-09-08,354.64,358.44,344.84,346.4,75208290
2025-09-09,348.44,350.77,343.82,346.97,53815991
2025-09-10,350.55,356.33,346.07,347.79,72121679
2025-09-11,350.17,368.99,347.6,368.81,103756010
2025-09-12,370.94,396.6899,370.24,395.94,168156391
2025-09-15,423.13,425.7,402.43,410.04,163823667
2025-09-16,414.495,423.25,411.43,421.62,104285721
2025-09-17,415.75,428.312095,409.67,425.86,106133532
2025-09-18,428.865,432.2199,416.56,416.85,90454509
2025-09-19,421.82,429.47,421.72,426.07,93131034
2025-09-22,431.11,444.98,429.13,434.21,97108777
2025-09-23,439.88,440.97,423.72,425.85,83422691
2025-09-24,429.83,444.21,429.0301,442.79,93133570
2025-09-25,435.24,435.35,419.08,423.39,96746426
2025-09-26,428.3,440.47,421.02,440.4,101628160
2025-09-29,444.35,450.98,439.5,443.21,79491510
2025-09-30,441.52,445.0,433.12,444.72,74357960
2025-10-01,443.8,462.29,440.75,459.46,98122285
2025-10-02,470.54,470.75,435.57,436.0,137008950
2025-10-03,443.285,446.77,416.575,429.83,133188180
2025-10-06,440.75,453.55,436.69,453.25,85324878
2025-10-07,447.82,452.68,432.4501,433.09,102296082
2025-10-08,437.57,441.33,425.23,438.69,71192128
2025-10-09,431.81,436.35,426.18,435.54,69339928
2025-10-10,436.54,443.13,411.45,413.49,112107870
2025-10-13,423.53,436.89,419.7,435.9,79552785
2025-10-14,426.79,434.2,417.86,429.24,72669438
2025-10-15,434.9,440.51,426.3301,435.15,71558185
2025-10-16,434.73,439.35,421.3101,428.75,77189889
2025-10-17,425.5,441.4558,423.6,439.31,89331578
2025-10-20,443.865,449.8,440.61,447.43,63650560
2025-10-21,445.755,449.3,442.05,442.6,54412169
2025-10-22,443.45,445.539,429.0,438.97,84023458
2025-10-23,420.0,449.3999,413.9,448.98,126709833
2025-10-24,446.83,451.68,430.17,433.72,94726935
2025-10-27,439.98,460.16,438.69,452.42,105866837
2025-10-28,454.775,467.0,451.6,460.55,80185462
2025-10-29,462.5,465.7,452.65,461.51,67983469
2025-10-30,451.05,455.0607,439.61,440.1,72447738
2025-10-31,446.75,458.0,443.6855,456.56,83135787
2025-11-03,455.99,474.07,453.8,468.37,84594908
2025-11-04,454.46,460.22,443.6,444.26,87756250
2025-11-05,452.05,466.3299,440.71,462.07,85572786
2025-11-06,461.96,467.45,435.09,445.91,109622394
2025-11-07,437.92,439.36,421.88,429.52,103471158
2025-11-10,439.6,449.6715,433.36,445.23,76515407
2025-11-11,439.4,442.49,432.36,439.62,60497235
2025-11-12,442.15,442.329,426.56,430.6,58513097
2025-11-13,423.13,424.5,396.34,401.99,118946354
2025-11-14,386.3,412.19,382.78,404.35,105506137
2025-11-17,398.74,423.96,398.74,408.92,102177569
2025-11-18,405.38,408.9,393.71,401.25,80665237
2025-11-19,406.18,411.78,398.5,403.99,72023545
2025-11-20,414.63,428.94,394.74,395.23,113497855
2025-11-21,402.32,402.8,383.76,391.09,100395076
2025-11-24,402.17,421.72,401.09,417.78,96704962
2025-11-25,414.42,420.48,405.95,419.4,71820316
2025-11-26,423.95,426.94,416.89,426.58,63368718
2025-11-28,426.59,432.93,426.2,430.17,36190538
2025-12-01,425.32,433.6599,425.29,430.14,57381856
2025-12-02,430.81,436.8,422.12,429.24,69193316
2025-12-03,432.1,447.92,431.11,446.74,87300360
2025-12-04,449.94,454.63,445.39,454.53,71850843
2025-12-05,453.03,458.87,451.66,455.0,56406760
2025-12-08,447.445,449.7463,435.25,439.58,69085419
2025-12-09,437.54,452.39,435.7,445.17,62315078
2025-12-10,446.065,456.88,443.61,451.45,63211734
2025-12-11,448.945,449.2699,440.33,446.89,55902013
2025-12-12,448.09,463.01,441.67,458.96,95532780
2025-12-15,469.44,481.7694,467.66,475.31,114300148
2025-12-16,472.21,491.5,465.83,489.88,107509423
2025-12-17,488.22,495.2799,466.2,467.26,106297016
2025-12-18,478.16,490.86,473.12,483.37,95039715
2025-12-19,488.12,490.49,474.72,481.2,103146024
2025-12-22,489.88,498.83,485.33,488.73,86915082
2025-12-23,489.395,491.97,482.84,485.56,58223133
2025-12-24,488.48,490.9,476.8,485.4,41285071
2025-12-26,485.23,489.09,473.82,475.19,58780617
2025-12-29,469.00,469.40,459.00,459.64,66263030
2025-12-30,461.09,463.12,453.83,454.43,59238460
2025-12-31,456.10,456.55,449.30,449.72,49077960
